Game_Name;game_released;game_rating(max5);game_plattaform;game_genre;game_stores;game_tags_name;game_rating(max10);game_top
Hitman: Codename 47;19/11/2000;383;MACOS; CARD;['Steam', 'GOG'];['Assassin', 'Atmospheric', 'Classic', 'Difficult', 'Sandbox', 'Singleplayer', 'Stealth', 'Third Person', 'Third-Person Shooter'];7,66;false
AudioSurf;15/02/2008;39;NINTENDO_64;RACING;['Steam'];['Full controller support', 'Steam Achievements', 'Colorful', 'Co-op', 'Fast-Paced', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Music', 'Music-Based Procedural Generation', 'Procedural Generation', 'Relaxing', 'Replay Value', 'Rhythm', 'Score Attack', 'Singleplayer', 'cooperative', 'exclusive', 'true exclusive'];0,78;false
Diablo III: Reaper of Souls;25/03/2014;419;XBOX_360;PLATFORMER;['Xbox 360 Store'];['Demons', 'Loot', 'Story', 'character'];8,38;true
The Elder Scrolls III: Morrowind;02/05/2002;438;LINUX;RPG;['Xbox 360 Store', 'GOG', 'Steam'];['Action RPG', 'Steam Cloud', 'Atmospheric', 'Character Customization', 'Classic', 'Cult Classic', 'Exploration', 'Fantasy', 'First-Person', 'Great Soundtrack', 'Magic', 'Medieval', 'Moddable', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person'];8,76;true
Sniper Elite 4;13/02/2017;354;MACOS;PLATFORMER;['Steam', 'Xbox Store', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', 'Co-op', 'FPS', 'Gore', 'Multiplayer', 'Nudity', 'Open World', 'Singleplayer', 'Sniper', 'Stealth', 'Tactical', 'Third Person', 'Third-Person Shooter', 'Violent', 'War', 'World War II', 'cooperative', 'steam-trading-cards'];7,08;false
Stellaris;08/05/2016;426;NINTENDO_SWITCH;CASUAL;['GOG', 'Steam'];['Cross-Platform Multiplayer', '4X', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Building', 'Exploration', 'Grand Strategy', 'Great Soundtrack', 'Moddable', 'Multiplayer', 'Open World', 'Real-Time with Pause', 'Replay Value', 'RTS', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Story Rich'];8,52;true
Mount & Blade: Warband;30/03/2010;432;PSP;ACTION;['Xbox Store', 'Google Play', 'GOG', 'Steam', 'PlayStation Store'];['Steam Achievements', 'Steam Workshop', 'Fantasy', 'First-Person', 'Hack and Slash', 'Historical', 'Horses', 'Medieval', 'Military', 'Moddable', 'Multiplayer', 'Open World', 'Realistic', 'RPG', 'Sandbox', 'Singleplayer', 'Third Person', 'overlay', 'role-playing', 'steam-trading-cards'];8,64;true
Enter the Gungeon;04/04/2016;422;CLASSIC_MACINTOSH;FIGHTING;['PlayStation Store', 'Epic Games', 'Nintendo Store', 'GOG', 'Xbox Store', 'Steam'];"['Full controller support', 'Action-Adventure', 'Steam Achievements', 'Steam Cloud', 'Bullet Hell', 'Co-op', 'Difficult', 'Dungeon Crawler', 'Funny', 'Great Soundtrack', 'Local Co-Op', 'Loot', 'Multiplayer', 'Pixel Graphics', ""Shoot 'Em Up"", 'Singleplayer', 'Split Screen', 'Top-Down Shooter', 'Twin Stick Shooter', 'achievements', 'controller support', 'cooperative', 'Roguelite', 'Roguelike']";8,44;true
Deus Ex 2: Invisible War;01/12/2003;309;PLAYSTATION_3;EDUCATIONAL;['Steam', 'GOG'];['Action RPG', 'Atmospheric', 'Classic', 'Conspiracy', 'Cyberpunk', 'Dystopian', 'Female Protagonist', 'First-Person', 'FPS', 'Illuminati', 'RPG', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Transhumanism', 'Immersive Sim'];6,18;false
Bully: Scholarship Edition;04/03/2008;406;NINTENDO_SWITCH;INDIE;['Xbox 360 Store', 'Steam'];['Partial Controller Support', 'Atmospheric', 'Classic', 'Comedy', 'Controller', 'Dark Humor', 'Exploration', 'First-Person', 'Funny', 'Great Soundtrack', 'Mature', 'Multiplayer', 'Open World', 'Sandbox', 'Satire', 'Singleplayer', 'Story Rich', 'Third Person'];8,12;true
Call of Juarez Gunslinger;14/05/2013;386;SNES;EDUCATIONAL;['GOG', 'Xbox 360 Store', 'Steam', 'PlayStation Store'];['Full controller support', 'Alternate History', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Bullet Time', 'Comedy', 'Dynamic Narration', 'First-Person', 'FPS', 'Funny', 'Gore', 'Great Soundtrack', 'Historical', 'Linear', 'Narration', 'Singleplayer', 'Story Rich', 'Western', 'steam-trading-cards'];7,72;false
The Banner Saga;14/01/2014;41;PLAYSTATION_3;RPG;['GOG', 'Steam', 'Nintendo Store', 'PlayStation Store', 'Xbox Store', 'Google Play', 'App Store'];['2D', 'Action-Adventure', 'Atmospheric', 'Choices Matter', 'Crowdfunded', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Isometric', 'Kickstarter', 'RPG', 'Singleplayer', 'Story Rich', 'Strategy RPG', 'Tactical', 'Tactical RPG', 'Turn-Based', 'Role Playing Game', 'role-playing'];0,82;false
Dirty Bomb;01/06/2015;283;PLAYSTATION_4;ADVENTURE;['Steam'];['Steam Achievements', 'Class-Based', 'Competitive', 'Controller', 'Co-op', 'Fast-Paced', 'Female Protagonist', 'First-Person', 'FPS', 'Free to Play', 'Gore', 'Multiplayer', 'Open World', 'Parkour', 'Post-apocalyptic', 'PvP', 'Singleplayer', 'Team-Based', 'cooperative', 'steam-trading-cards'];5,66;false
Max Payne 2: The Fall of Max Payne;14/10/2003;442;XBOX_ONE;ADVENTURE;['Steam', 'Xbox 360 Store'];['Destruction', 'Drama', 'Physics', 'Romance', 'Story', 'character', 'police', 'fall'];8,84;true
Shadowrun: Dragonfall - Director's Cut;17/09/2014;398;PLAYSTATION_2;ADVENTURE;['App Store', 'GOG', 'Steam'];['Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'CRPG', 'Cyberpunk', 'Fantasy', 'Female Protagonist', 'Isometric', 'Kickstarter', 'Moddable', 'RPG', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Tactical', 'Touch-Friendly', 'Turn-Based', 'Turn-Based Strategy', 'Turn-Based Tactics', 'cloud saves', 'role-playing', 'steam-trading-cards'];7,96;false
DRIVECLUB;07/09/2014;35;PLAYSTATION_3;SHOOTER;[];['Driving', 'Group Play', 'Multiplayer', 'Online multiplayer', 'exclusive', 'true exclusive'];0,7;false
Dota Underlords;25/02/2020;332;PLAYSTATION_3;RPG;['App Store', 'Steam', 'Google Play'];['Cross-Platform Multiplayer', 'Partial Controller Support', 'Steam Cloud', 'Chess', 'Competitive', 'Early Access', 'Fantasy', 'Free to Play', 'Mature', 'Multiplayer', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Tactics', 'Online multiplayer', 'Automation'];6,64;false
Risen 2: Dark Waters;23/04/2012;333;PLAYSTATION_4;ADVENTURE;['PlayStation Store', 'Xbox 360 Store', 'GOG', 'Steam'];['Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Dark Fantasy', 'Exploration', 'Fantasy', 'Gothic', 'Great Soundtrack', 'Open World', 'Pirates', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person', 'controller support', 'steam-trading-cards', 'stats'];6,66;false
Dark Souls: Remastered;23/05/2018;438;PC;CASUAL;['Steam', 'Xbox Store', 'PlayStation Store', 'Nintendo Store'];['Full controller support', 'Action RPG', 'Steam Achievements', 'Atmospheric', 'Character Customization', 'Co-op', 'Dark', 'Dark Fantasy', 'Difficult', 'Exploration', 'Great Soundtrack', 'Lore-Rich', 'Mature', 'Multiplayer', 'Open World', 'Replay Value', 'RPG', 'Singleplayer', 'Story Rich', 'Third Person', 'cooperative'];8,76;true
Risen;02/10/2009;374;SEGA_MASTER_SYSTEM;SPORTS;['Xbox 360 Store', 'GOG', 'Steam'];['Action RPG', 'Atmospheric', 'Character Customization', 'Classic', 'Dark Fantasy', 'Difficult', 'Exploration', 'Fantasy', 'Gothic', 'Great Soundtrack', 'Magic', 'Medieval', 'Open World', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person', 'steam-trading-cards'];7,48;false
Dungeon Defenders;16/12/2010;325;PLAYSTATION_2;FIGHTING;['PlayStation Store', 'Xbox 360 Store', 'Steam'];['Full controller support', '4 Player Local', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'Fantasy', 'Hack and Slash', 'Local Co-Op', 'Loot', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'RPG', 'Singleplayer', 'Split Screen', 'Survival', 'Third Person', 'Third-Person Shooter', 'Tower Defense', 'cooperative'];6,5;false
Serious Sam HD: The Second Encounter;28/04/2010;392;NINTENDO_DS;RACING;['Steam', 'Xbox 360 Store'];['Full controller support', 'Includes level editor', 'Aliens', 'Arena Shooter', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Classic', 'Colorful', 'Comedy', 'Co-op', 'Cult Classic', 'First-Person', 'FPS', 'Funny', 'Gore', 'Great Soundtrack', 'Multiplayer', 'Online Co-Op', 'Remake', 'Sci-fi', 'Singleplayer'];7,84;false
Call of Duty: Advanced Warfare;03/10/2014;34;PS_VITA;FIGHTING;['PlayStation Store', 'Steam', 'Xbox Store'];['Conspiracy', 'Multiplayer', 'Singleplayer', 'dash'];0,68;false
Syberia 2;28/03/2004;407;PLAYSTATION; CARD;['PlayStation Store', 'Nintendo Store', 'Steam', 'Xbox 360 Store', 'GOG'];['Atmospheric', 'Classic', 'Female Protagonist', 'Great Soundtrack', 'Mystery', 'Point & Click', 'Singleplayer', 'Steampunk', 'Story Rich', 'puzzles'];8,14;true
Tomb Raider: Legend;07/04/2006;384;XBOX_ONE;PUZZLE;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['Action-Adventure', 'Partial Controller Support', 'Controller', 'Female Protagonist', 'Lara Croft', 'Singleplayer', 'Third Person', 'Third-Person Shooter'];7,68;false
Just Cause;26/09/2006;331;GAME_BOY_ADVANCE;RPG;['Xbox 360 Store', 'Steam'];['Atmospheric', 'Classic', 'Multiplayer', 'Open World', 'Sandbox', 'Singleplayer', 'Third Person', 'Third-Person Shooter'];6,62;false
Anomaly: Warzone Earth;07/04/2011;293;LINUX;RACING;['PlayStation Store', 'App Store', 'Google Play', 'Xbox 360 Store', 'GOG', 'Steam'];['Full controller support', 'Aliens', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'RTS', 'Sci-fi', 'Singleplayer', 'Top-Down', 'Touch-Friendly', 'Tower Defense', 'controller support', 'steam-trading-cards'];5,86;false
Crypt of the NecroDancer;22/04/2015;41;SEGA_SATURN;FAMILY;['App Store', 'GOG', 'Steam', 'Xbox Store', 'PlayStation Store'];['2D', 'Captions available', 'Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', 'Co-op', 'Difficult', 'Dungeon Crawler', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Local Co-Op', 'Music', 'Pixel Graphics', 'Procedural Generation', 'Retro', 'Rhythm', 'RPG', 'Singleplayer', 'achievements', 'controller support', 'leaderboards', 'cooperative', 'role-playing', 'Roguelite', 'Roguelike', 'steam-trading-cards'];0,82;false
Dark Souls;22/09/2011;434;XBOX_ONE;RPG;['Xbox 360 Store', 'PlayStation Store'];['Dark', 'Exploration', 'Multiplayer', 'death', 'duel'];8,68;true
SpeedRunners;19/04/2016;376;XBOX;FIGHTING;['Xbox Store', 'PlayStation Store', 'Steam'];['Cross-Platform Multiplayer', '2D', 'Full controller support', '4 Player Local', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Competitive', 'Controller', 'Co-op', 'Fast-Paced', 'Funny', 'Level Editor', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Parkour', 'Singleplayer', 'Split Screen', 'Superhero', 'Online multiplayer', 'cooperative', 'steam-trading-cards', 'stats'];7,52;false
Trials Fusion;15/04/2014;351;PS_VITA;INDIE;['Xbox Store', 'Xbox 360 Store', 'PlayStation Store', 'Steam'];['2.5D', '2D', 'Partial Controller Support', 'Competitive', 'Difficult', 'Funny', 'Futuristic', 'Great Soundtrack', 'Level Editor', 'Local Multiplayer', 'Multiplayer', 'Physics', 'Singleplayer'];7,02;false
Styx: Master of Shadows;06/10/2014;313;WEB;FIGHTING;['GOG', 'Steam', 'Xbox Store', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Dark Fantasy', 'Difficult', 'Fantasy', 'Gore', 'Great Soundtrack', 'Magic', 'Open World', 'Parkour', 'RPG', 'Sandbox', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Third Person', 'steam-trading-cards'];6,26;false
Sniper Elite 3;26/06/2014;353;PC;SPORTS;['Xbox 360 Store', 'Steam', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Co-op', 'FPS', 'Gore', 'Multiplayer', 'Online Co-Op', 'Open World', 'Singleplayer', 'Sniper', 'Stealth', 'Tactical', 'Third Person', 'Third-Person Shooter', 'War', 'World War II', 'cooperative', 'steam-trading-cards'];7,06;false
Warhammer: End Times - Vermintide;23/10/2015;35;GAMECUBE;CASUAL;['PlayStation Store', 'Steam', 'Xbox Store'];['Captions available', 'Action RPG', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Co-op', 'Dark Fantasy', 'Fantasy', 'Female Protagonist', 'First-Person', 'FPS', 'Games Workshop', 'Gore', 'Hack and Slash', 'Horror', 'Multiplayer', 'Online Co-Op', 'RPG', 'Singleplayer', 'Survival', 'cooperative', 'steam-trading-cards'];0,7;false
Black Mesa;06/03/2020;43;MACOS;SPORTS;['Steam'];['Cross-Platform Multiplayer', 'Captions available', 'Includes level editor', 'Includes Source SDK', 'Aliens', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Classic', 'Co-op', 'Early Access', 'First-Person', 'FPS', 'Great Soundtrack', 'Horror', 'Mod', 'Multiplayer', 'Remake', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Zombies', 'Online multiplayer', 'steam-trading-cards', 'exclusive', 'true exclusive'];0,86;false
The Incredible Adventures of Van Helsing;22/05/2013;341;APPLE_II; CARD;['Steam', 'Xbox Store'];['Cross-Platform Multiplayer', 'Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Based On A Novel', 'Co-op', 'Dark Fantasy', 'Dungeon Crawler', 'Fantasy', 'Funny', 'Gothic', 'Hack and Slash', 'Isometric', 'Loot', 'Magic', 'Multiplayer', 'RPG', 'Singleplayer', 'Steampunk', 'Vampire', 'cooperative', 'steam-trading-cards', 'stats'];6,82;false
Trove;09/07/2015;272;PLAYSTATION_2;RACING;['PlayStation Store', 'Steam', 'Xbox Store'];['In-App Purchases', 'Steam Workshop', 'Building', 'Co-op', 'Crafting', 'Dungeon Crawler', 'Exploration', 'FPS', 'Free to Play', 'Funny', 'MMORPG', 'Multiplayer', 'Open World', 'Pixel Graphics', 'RPG', 'Sandbox', 'Third Person', 'Voxel', 'mmo', 'steam-trading-cards'];5,44;false
S.T.A.L.K.E.R.: Call of Pripyat;02/10/2009;421;APPLE_II;BOARD_GAMES;['Steam', 'GOG'];['Action RPG', 'Atmospheric', 'Classic', 'First-Person', 'FPS', 'Horror', 'Moddable', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Survival', 'Survival Horror', 'Zombies'];8,42;true
Dino D-Day;08/04/2011;225;NINTENDO_64;RPG;['Steam'];['Alternate History', 'Steam Achievements', 'Steam Cloud', 'Valve Anti-Cheat enabled', 'Comedy', 'Co-op', 'Dinosaurs', 'First-Person', 'FPS', 'Funny', 'Gore', 'Historical', 'Multiplayer', 'Open World', 'PvP', 'Survival', 'Third Person', 'Third-Person Shooter', 'War', 'World War II', 'cooperative', 'steam-trading-cards', 'stats'];4,5;false
Warhammer 40,000: Dawn of War II;18/02/2009;395;GAME_GEAR;RPG;['Steam'];['Steam Cloud', 'Atmospheric', 'Co-op', 'Co-op Campaign', 'Fantasy', 'Futuristic', 'Games Workshop', 'Gore', 'Great Soundtrack', 'Multiplayer', 'Online Co-Op', 'Real-Time', 'RPG', 'RTS', 'Sci-fi', 'Singleplayer', 'Tactical', 'Warhammer 40K', 'cooperative', 'steam-trading-cards'];7,9;false
Final Fantasy VII;31/01/1997;439;PLAYSTATION_2;FIGHTING;['PlayStation Store', 'Xbox Store', 'Nintendo Store', 'App Store', 'Google Play', 'Steam'];"[""1990's"", 'Partial Controller Support', 'Steam Achievements', 'Atmospheric', 'Classic', 'Cyberpunk', 'Dystopian', 'Exploration', 'Fantasy', 'Great Soundtrack', 'JRPG', 'Open World', 'Party-Based RPG', 'Retro', 'RPG', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Turn-Based', 'Turn-Based Strategy', 'role-playing']";8,78;true
Totally Accurate Battlegrounds;05/06/2018;269;NINTENDO_3DS;SIMULATION;['Steam'];['Anime', 'Co-op', 'Difficult', 'First-Person', 'FPS', 'Free to Play', 'Funny', 'Memes', 'Multiplayer', 'Open World', 'Parody', 'Physics', 'PvP', 'Survival', 'Online multiplayer', 'cooperative'];5,38;false
TERA;31/01/2017;289;NINTENDO_SWITCH;INDIE;['PlayStation Store', 'Xbox Store', 'Steam'];['In-App Purchases', 'Action RPG', 'Partial Controller Support', 'Anime', 'Character Customization', 'Controller', 'Co-op', 'Fantasy', 'FPS', 'Free to Play', 'Magic', 'MMORPG', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'PvE', 'PvP', 'RPG', 'Singleplayer', 'Survival', 'Online multiplayer', 'cooperative', 'mmo', 'steam-trading-cards'];5,78;false
Sonic Generations;23/06/2011;386;PC; CARD;['Xbox Store', 'Steam', 'Xbox 360 Store', 'Nintendo Store', 'PlayStation Store'];['2D', '3D Platformer', 'Full controller support', '3D Vision', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Classic', 'Colorful', 'Controller', 'Family Friendly', 'Fast-Paced', 'Funny', 'Great Soundtrack', 'Moddable', 'Replay Value', 'Retro', 'Singleplayer', 'Third Person', 'Time Travel', '3D', 'stats'];7,72;false
A Way Out;23/03/2018;408;PC;ADVENTURE;['Xbox Store', 'PlayStation Store'];['Action-Adventure', 'Atmospheric', 'Cinematic', 'Co-op', 'Split Screen', 'Stealth', 'prison'];8,16;true
Yakuza Kiwami;21/01/2016;403;NINTENDO_SWITCH;SPORTS;['Steam', 'PlayStation Store'];"['Full controller support', 'Steam Achievements', 'Steam Cloud', ""Beat 'em up"", 'Crime', 'Great Soundtrack', 'Open World', 'RPG', 'Story Rich', 'Single player only', 'Minigames', 'Steam Trading Cards']";8,06;true
Valkyria Chronicles;24/04/2008;41;ANDROID;STRATEGY;['Xbox Store', 'Nintendo Store', 'PlayStation Store', 'Steam'];['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Female Protagonist', 'Great Soundtrack', 'JRPG', 'Romance', 'RPG', 'Singleplayer', 'Story Rich', 'Strategy RPG', 'Tactical', 'Tactical RPG', 'Tanks', 'Third Person', 'Turn-Based', 'Turn-Based Strategy', 'War', 'World War II', 'role-playing', 'steam-trading-cards'];0,82;false
Guns of Icarus Alliance;31/03/2017;251;SNES;STRATEGY;['Steam'];['In-App Purchases', 'Partial Controller Support', 'Steam Achievements', 'Steam Workshop', 'Co-op', 'Multiplayer', 'Online Co-Op', 'Singleplayer', 'Steampunk', 'Team-Based', 'Online multiplayer', 'cooperative', 'stats'];5,02;false
Prince of Persia(2008);02/12/2008;375;PC; CARD;['Xbox 360 Store', 'Nintendo Store', 'PlayStation Store', 'Steam', 'GOG'];['Atmospheric', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Hack and Slash', 'Open World', 'Parkour', 'Relaxing', 'Singleplayer', 'Story Rich', 'Third Person', 'controller support', 'puzzles'];7,5;false
S.T.A.L.K.E.R.: Clear Sky;22/08/2008;393;DREAMCAST;BOARD_GAMES;['Steam', 'GOG'];['Atmospheric', 'Classic', 'First-Person', 'FPS', 'Horror', 'Inventory Management', 'Moddable', 'Multiplayer', 'Open World', 'Post-apocalyptic', 'RPG', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Survival', 'Survival Horror', 'Zombies'];7,86;false
Tom Clancy's Splinter Cell: Conviction;13/04/2010;384;XBOX;PLATFORMER;['Xbox 360 Store', 'Steam'];['Multiplayer', 'Singleplayer'];7,68;false
How to Survive;23/10/2013;31;CLASSIC_MACINTOSH;PLATFORMER;['Xbox 360 Store', 'Nintendo Store', 'Steam', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Comedy', 'Co-op', 'Crafting', 'Funny', 'Gore', 'Hack and Slash', 'Local Co-Op', 'Multiplayer', 'Online Co-Op', 'Open World', 'Post-apocalyptic', 'RPG', 'Singleplayer', 'Split Screen', 'Survival', 'Survival Horror', 'Third Person', 'Zombies', 'cooperative', 'steam-trading-cards'];0,62;false
The Surge;15/05/2017;323;APPLE_II;ARCADE;['GOG', 'Xbox Store', 'PlayStation Store', 'Steam'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Cyberpunk', 'Difficult', 'Exploration', 'Gore', 'Hack and Slash', 'Horror', 'Mechs', 'Multiplayer', 'Open World', 'Robots', 'RPG', 'Sci-fi', 'Singleplayer', 'Third Person', 'Violent', 'steam-trading-cards'];6,46;false
Antichamber;31/01/2013;398;PC;EDUCATIONAL;['Steam'];['Abstract', 'Atmospheric', 'Colorful', 'Difficult', 'Exploration', 'First-Person', 'Great Soundtrack', 'Metroidvania', 'Minimalist', 'Nonlinear', 'Psychedelic', 'Psychological', 'Replay Value', 'Sci-fi', 'Singleplayer', 'Surreal', 'steam-trading-cards'];7,96;false
Titan Souls;13/04/2015;333;GAMECUBE;SIMULATION;['GOG', 'Steam', 'PlayStation Store'];['2D', 'Full controller support', 'Action-Adventure', 'Steam Achievements', 'Atmospheric', 'Controller', 'Difficult', 'Fantasy', 'Great Soundtrack', 'Pixel Graphics', 'Retro', 'Short', 'Singleplayer', 'Top-Down', 'controller support', 'Roguelike'];6,66;false
Super Mario Odyssey;26/10/2017;443;APPLE_II;STRATEGY;['Nintendo Store'];['3D Platformer', 'Cult Classic', 'Cute', 'Family Friendly', 'Local Multiplayer', 'Singleplayer', 'kids', 'exclusive', 'true exclusive'];8,86;true
Tomb Raider: Anniversary;01/06/2007;393;DREAMCAST;EDUCATIONAL;['App Store', 'Xbox 360 Store', 'Nintendo Store', 'Steam', 'PlayStation Store'];['3D Vision', 'Action-Adventure', 'Partial Controller Support', 'Classic', 'Controller', 'Dinosaurs', 'Female Protagonist', 'Lara Croft', 'Parkour', 'Remake', 'Singleplayer', 'Third Person', 'Third-Person Shooter'];7,86;false
Vanquish;19/10/2010;404;DREAMCAST;FAMILY;['Xbox Store', 'PlayStation Store', 'Xbox 360 Store', 'Steam'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Bullet Time', 'Character Action Game', 'Classic', 'Fast-Paced', 'Futuristic', 'Great Soundtrack', 'Hack and Slash', 'Mechs', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'steam-trading-cards'];8,08;true
Dear Esther: Landmark Edition;14/02/2017;357;DREAMCAST; CARD;['Xbox Store', 'PlayStation Store', 'Steam'];['Commentary available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'First-Person', 'Great Soundtrack', 'Singleplayer', 'Walking Simulator'];7,14;false
LEGO Marvel Super Heroes;22/10/2013;377;MACOS;STRATEGY;['Google Play', 'App Store', 'Nintendo Store', 'Steam', 'Xbox Store', 'Xbox 360 Store', 'PlayStation Store'];['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Comedy', 'Comic Book', 'Co-op', 'Family Friendly', 'Funny', 'LEGO', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Open World', 'Sandbox', 'Singleplayer', 'Split Screen', 'Superhero', 'Third Person', 'cooperative'];7,54;false
STAR WARS Jedi Knight II - Jedi Outcast;01/03/2002;424;XBOX_ONE;ARCADE;['App Store', 'PlayStation Store', 'Nintendo Store', 'GOG', 'Steam'];['Partial Controller Support', 'Steam Cloud', 'Atmospheric', 'Classic', 'Cult Classic', 'First-Person', 'FPS', 'Great Soundtrack', 'Local Multiplayer', 'Moddable', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Space', 'Star Wars', 'Story Rich', 'Swordplay', 'Third Person', 'Third-Person Shooter', 'Online multiplayer'];8,48;true
Arma 2: Operation Arrowhead;29/06/2010;327;COMMODORE_AMIGA;ARCADE;['Steam'];['Captions available', 'Includes level editor', 'Partial Controller Support', 'Co-op', 'Difficult', 'First-Person', 'FPS', 'Military', 'Moddable', 'Modern', 'Multiplayer', 'Open World', 'Realistic', 'Sandbox', 'Singleplayer', 'Tactical', 'Team-Based', 'Third Person', 'War', 'cooperative'];6,54;false
Fractured Space;22/09/2016;257;NINTENDO_SWITCH;STRATEGY;['Steam'];['In-App Purchases', 'Steam Achievements', 'Steam Leaderboards', 'Competitive', 'Co-op', 'Free to Play', 'MOBA', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvP', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Space', 'Space Sim', 'Survival', 'Tactical', 'Team-Based', 'Online multiplayer'];5,14;false
Her Story;23/06/2015;403;PS_VITA;ACTION;['App Store', 'Google Play', 'GOG', 'Steam'];['Steam Achievements', 'Crime', 'Detective', 'Experimental', 'Female Protagonist', 'FMV', 'Horror', 'Mystery', 'Point & Click', 'Realistic', 'Short', 'Singleplayer', 'Story Rich', 'Visual Novel', 'steam-trading-cards'];8,06;true
Fable III;25/10/2010;364;PLAYSTATION_3;ARCADE;['Xbox 360 Store'];['Steampunk', 'character', 'love', 'fall'];7,28;false
Guacamelee! Gold Edition;08/08/2013;392;PLAYSTATION_4;RPG;['GOG', 'Steam'];"['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Steam Workshop', ""Beat 'em up"", 'Colorful', 'Comedy', 'Controller', 'Co-op', 'Difficult', 'Exploration', 'Funny', 'Great Soundtrack', 'Local Co-Op', 'Memes', 'Metroidvania', 'Side Scroller', 'Singleplayer', 'Split Screen', 'cooperative', 'steam-trading-cards']";7,84;false
Stealth Inc 2: A Game of Clones;30/10/2014;298;PLAYSTATION_2;SHOOTER;['PlayStation Store', 'Google Play', 'Nintendo Store', 'GOG', 'Steam', 'Xbox Store'];['2D', 'Includes level editor', 'Partial Controller Support', 'Steam Achievements', 'Steam Leaderboards', 'Metroidvania', 'Puzzle-Platformer', 'Singleplayer', 'Stealth', 'controller support', 'puzzles', 'steam-trading-cards'];5,96;false
Marvel Heroes;03/06/2013;247;WII_U;SPORTS;['Steam'];['Full controller support', 'Action RPG', 'Comic Book', 'Co-op', 'Free to Play', 'Hack and Slash', 'Isometric', 'Loot', 'MMORPG', 'MOBA', 'Multiplayer', 'Online Co-Op', 'RPG', 'Singleplayer', 'Superhero', 'Third Person', 'mmo', 'steam-trading-cards'];4,94;false
